t,value
1365,101.42012056487083
1366,101.39426707425702
1367,101.41681070594622
1368,101.37862038858404
1369,101.39190552878313
1370,101.42435203339109
1371,101.36346994250205
1372,101.40790934695112
1373,101.3746352434664
1374,101.38864946884497
1375,101.39365083223603
1376,101.37902533929227
1377,101.38063006254224
1378,101.33855999831226
1379,101.34453316748711
1380,101.36161218924951
1381,101.36622797286212
1382,101.35403190070419
1383,101.33511073747627
1384,101.32628834850749
1385,101.34596482174452
1386,101.33729772584918
1387,101.34711679117275
1388,101.35218229224559
1389,101.31375544141349
1390,101.33998519381292
1391,101.3873329762224
1392,101.32743344895101
1393,101.37048728767193
1394,101.35863636913729
1395,101.37947107776797
1396,101.37793629323107
1397,101.37898340599467
1398,101.36388350018066
1399,101.38530476042891
1400,101.37315624238434
1401,101.39699515072132
1402,101.41976143924809
1403,101.43632512132555
1404,101.42479362897708
1405,101.39647433613851
1406,101.45509087423709
1407,101.43713460051423
1408,101.42708031630339
1409,101.45672004088081
1410,101.48010494613267
1411,101.46942800884094
1412,101.48227371381762
1413,101.45194886299421
1414,101.44916373750205
1415,101.47624395617112
1416,101.46181527261254
1417,101.41871451370243
1418,101.41266854464241
1419,101.39504185454514
1420,101.47805315041633
1421,101.43734346806795
1422,101.41905830829917
1423,101.41428602291673
1424,101.4128601363371
1425,101.41185465752517
1426,101.39345155945821
1427,101.4198239483858
1428,101.41346872472019
1429,101.39237221402189
1430,101.399751654172
1431,101.36814376069356
1432,101.43747263677761
1433,101.39204586250243
1434,101.38706880198484
1435,101.38831770893961
1436,101.38562815306634
1437,101.40426774182451
1438,101.37676304817123
1439,101.3804104320161
1440,101.38745300392283
1441,101.42135362203038
1442,101.37004902465642
1443,101.4290120767066
1444,101.4035184875968
1445,101.37197564145451
1446,101.42416206654481
1447,101.44708576015975
1448,101.38856614282594
1449,101.40356515891426
1450,101.43944392044148
1451,101.4737981576893
1452,101.4503147302475
1453,101.48607429530628
1454,101.46459500055238
1455,101.49037350632398
1456,101.48730051235356
1457,101.46846059709324
1458,101.50706295852008
1459,101.54046447174152
1460,101.51017039731693
1461,101.4958422745029
1462,101.55118426043643
1463,101.5026899162642
1464,101.47309629078141
1465,101.49557180981412
1466,101.49263086702754
1467,101.52557732258545
1468,101.52116602376299
1469,101.48019860884672
1470,101.52263783322134
1471,101.4645548401596
1472,101.48179608851191
1473,101.51733856751433
1474,101.49115779199003
1475,101.46230301605476
1476,101.46414018708653
1477,101.4634490031927
1478,101.44213890202852
1479,101.47413253183964
1480,101.39629931597828
1481,101.46817662129497
1482,101.39773928657975
1483,101.40722585793479
1484,101.4565606529082
1485,101.41814853825827
1486,101.43941657099892
1487,101.42676444073811
1488,101.4394530494283
1489,101.44968112372216
1490,101.43941919318264
1491,101.4175562100167
1492,101.45016497764509
1493,101.43332750078461
1494,101.45297000021404
1495,101.4866645781936
1496,101.45852164554994
1497,101.44917751692675
1498,101.44729432042814
1499,101.50242109074152
1500,101.5099496292032
1501,101.49892449507047
1502,101.54270778185915
1503,101.50464331772454
1504,101.5202004560331
1505,101.53467117967418
1506,101.55961221394962
1507,101.5641497851924
1508,101.51967953675495
1509,101.55286624907357
1510,101.55517326837966
1511,101.56035633060424
1512,101.58483541377895
1513,101.56302982910492
1514,101.5447337107746
1515,101.56679356011139
1516,101.57613548196626
1517,101.56023516951814
1518,101.55051435960112
1519,101.54197919872122
1520,101.54334967152325
1521,101.57651456888875
1522,101.52059045475515
1523,101.52316080145515
1524,101.51471138694285
1525,101.56584581786954
1526,101.5323497612529
1527,101.53417693973292
1528,101.50550035724046
1529,101.50062228667302
1530,101.46142486257797
1531,101.49342665674266
1532,101.47370831955368
1533,101.47574924202617
1534,101.50870766965734
1535,101.49170210809484
1536,101.47097805496931
1537,101.46524860181654
1538,101.51104144593735
1539,101.45563318044974
1540,101.46517172629609
1541,101.4823884010779
1542,101.4981667486218
1543,101.49797669307954
1544,101.48740497162272
1545,101.52193740886857
1546,101.51297599453441
1547,101.5519952161786
1548,101.53817833940845
1549,101.53356780077709
1550,101.59157129262384
1551,101.56348878533163
1552,101.54679012828235
1553,101.5517077457806
1554,101.6158792360808
1555,101.5983775913277
1556,101.59014726694664
1557,101.58639499609235
1558,101.62179442739054
1559,101.61638843337421
1560,101.56486046579366
1561,101.64137837941868
1562,101.59081228524845
1563,101.61703140340974
1564,101.59121998001127
1565,101.59904557536636
1566,101.63843749981265
1567,101.6257360066965
1568,101.62590412875214
1569,101.63338359829726
1570,101.61265381173618
1571,101.60885832695205
1572,101.58937846897078
1573,101.58921734832956
1574,101.63346245891842
1575,101.57274289442276
1576,101.58644415242036
1577,101.54979858678416
1578,101.54885680692186
1579,101.571380486817
1580,101.5751447977048
1581,101.55460864684431
1582,101.5422565810219
1583,101.52498725216753
1584,101.52900936165435
1585,101.53103355969908
1586,101.51909362696954
1587,101.51445573352663
1588,101.54719307122166
1589,101.51769607466031
1590,101.52460807044365
1591,101.55353161981093
1592,101.53422040124946
1593,101.54003451296268
1594,101.5404898409108
1595,101.58237726423106
1596,101.546195388113
1597,101.57573261018734
1598,101.5927263390498
1599,101.60754152532257
1600,101.58440896819651
1601,101.58496521303975
1602,101.62640067073413
1603,101.66006981775091
1604,101.64734277857342
1605,101.61017350315123
1606,101.61822311425355
1607,101.6448572865713
1608,101.66895741602153
1609,101.64671059655545
1610,101.65758622127423
1611,101.66573185936272
1612,101.65704417377121
1613,101.63260969801082
1614,101.65336801165098
1615,101.68271393411028
1616,101.67034260360238
1617,101.65212579891563
1618,101.63863301765231
1619,101.63001569114918
1620,101.6644719575671
1621,101.64521323711782
1622,101.61558477003987
1623,101.69881424233492
1624,101.59917833070514
1625,101.6289194549
1626,101.6047974140491
1627,101.62647998896105
1628,101.61734241470332
1629,101.59956824663507
1630,101.61755830226144
1631,101.61292503285415
1632,101.58222174772786
1633,101.60756507406353
1634,101.57338592016956
1635,101.57189170318635
1636,101.60784189258591
1637,101.6062620953456
1638,101.61641290174623
1639,101.60123556793782
1640,101.5612113623019
1641,101.59317562204477
1642,101.6018397564166
1643,101.59877194952203
1644,101.63490925360243
1645,101.6356459640659
1646,101.61713598905524
1647,101.64456433874291
1648,101.64700919307215
1649,101.61374125762704
1650,101.64653538950876
1651,101.64811817487706
1652,101.64828269681168
1653,101.68477512746009
1654,101.66440691760495
1655,101.69304543697612
1656,101.64713416829142
1657,101.69002219437122
1658,101.6790826363663
1659,101.69613232775173
1660,101.6900126569404
1661,101.696683077584
1662,101.71638685827425
1663,101.69781077536105
1664,101.7287598015638
1665,101.72867671855852
1666,101.6731031452405
1667,101.71223047796202
1668,101.74401458374898
1669,101.67745513321164
1670,101.68133823373556
1671,101.69011150706015
1672,101.67786673393857
1673,101.69364035111876
1674,101.68511117989443
1675,101.65363676761746
1676,101.67757725553201
1677,101.68552523970439
1678,101.64282228119028
1679,101.68141447507098
1680,101.65549746869947
1681,101.67061362809314
1682,101.6487514172468
1683,101.6551485103041
1684,101.66274801602002
1685,101.65841205613572
1686,101.6381189447021
1687,101.57069273020971
1688,101.64672149629006
1689,101.62917849686384
1690,101.62458033676344
1691,101.62982138962163
1692,101.65386673575846
1693,101.66099246258544
1694,101.68605445593582
1695,101.67180395656314
1696,101.63205047575951
1697,101.70551628563622
1698,101.70916270018677
1699,101.68477295348565
1700,101.70493451116947
1701,101.70761872223963
1702,101.72614364171835
1703,101.74517219642838
1704,101.71734446624399
1705,101.7333201828533
1706,101.79265617995239
1707,101.7566795014898
1708,101.73202576357875
1709,101.72787533904499
1710,101.74333714978592
1711,101.7460386221233
1712,101.75431972108522
1713,101.76476469726835
1714,101.73657862450395
1715,101.76188305985909
1716,101.76015636656216
1717,101.77186873591008
1718,101.76556851892356
1719,101.75432110725191
1720,101.76652221148782
1721,101.74573070897486
1722,101.75482633556712
1723,101.76536928835903
1724,101.71422748702138
1725,101.72668050116178
1726,101.72587493595299
1727,101.69486634316888
1728,101.71521342211733
1729,101.68338992143063
1730,101.74024313199479
1731,101.70694332132388
1732,101.66233093097323
1733,101.7019432320706
1734,101.64712612229648
1735,101.68747023204426
1736,101.70974244914639
1737,101.73236287441217
1738,101.66962932701314
1739,101.70649560631325
1740,101.67754030498395
1741,101.69651241816962
1742,101.673913718782
1743,101.72454045533858
1744,101.70658682636194
1745,101.7270257048049
1746,101.71211993110856
1747,101.69514491146633
1748,101.73747302156436
1749,101.73362725939994
1750,101.74611371485959
1751,101.77480631182532
1752,101.77941430573779
1753,101.77777319794521
1754,101.80005462472461
1755,101.79313192733889
1756,101.75684172967442
1757,101.82300777770227
1758,101.83626563596015
1759,101.78183959470411
1760,101.81592072446225
1761,101.78478842334324
1762,101.82436627635839
1763,101.84268755331635
1764,101.7949404362248
1765,101.79653554264637
1766,101.79980314064223
1767,101.81905068562635
1768,101.8141810932358
1769,101.77747386594984
1770,101.84264450460434
1771,101.7689508188727
1772,101.81510732288642
1773,101.8249211458459
1774,101.81316775615228
1775,101.78450464746308
1776,101.78451666556407
1777,101.72079346341968
1778,101.71674910813562
1779,101.75581063945035
1780,101.73899344037676
1781,101.75807997479758
1782,101.74686832699501
1783,101.72845386062647
1784,101.76860951160076
1785,101.77406818297102
1786,101.70904123560172
1787,101.7608320534525
1788,101.7693820634255
1789,101.7399363293255
1790,101.73653545894229
1791,101.73077599584705
1792,101.76554706947184
1793,101.7148298766977
1794,101.73803743847482
1795,101.7992162264227
1796,101.77324903150443
1797,101.78074634779054
1798,101.74741540702722
1799,101.81166733221137
1800,101.80885139123143
1801,101.79429978774233
1802,101.81527215214349
1803,101.79145311986107
1804,101.8330192310835
1805,101.86271589519511
1806,101.84140398447099
1807,101.84508075267611
1808,101.86640595976648
1809,101.83058374688054
1810,101.87853199841777
1811,101.8728863518774
1812,101.86639408118491
1813,101.89429899487371
1814,101.84819609741035
1815,101.84530013943537
1816,101.85537473691473
1817,101.88886822260503
1818,101.87195663547872
1819,101.8476660640056
1820,101.82220749413334
1821,101.84107464280099
1822,101.83382370495674
1823,101.85409911310214
1824,101.81610584643033
1825,101.83119673054392
1826,101.80134112229052
1827,101.8292411993967
1828,101.80029154066965
1829,101.79160200224348
1830,101.76938770427137
1831,101.74290976262961
1832,101.80317683598632
1833,101.80005686074135
1834,101.78104196708199
1835,101.79661808317702
1836,101.8020930423883
1837,101.81285377912037
1838,101.76005411309488
1839,101.8093366219968
1840,101.77262208167947
1841,101.81641634386882
1842,101.77325830775706
1843,101.824320689473
1844,101.79242747440686
1845,101.83869197588835
1846,101.8299620216047
1847,101.87216306630138
1848,101.82359939101012
1849,101.82780645493214
1850,101.8645623055123
1851,101.8588036738051
1852,101.86868215625037
1853,101.90626835527483
1854,101.86425297593559
1855,101.85022719321975
1856,101.9395009498352
1857,101.91177617758404
1858,101.8710942519472
1859,101.91038557258248
1860,101.89759813697486
1861,101.8939291126412
1862,101.9058402443818
1863,101.94762778185236
1864,101.92099422348115
1865,101.89944825561206
1866,101.89876999454816
1867,101.93435326204091
1868,101.9013097585838
1869,101.91543489928293
1870,101.87329594214756
1871,101.92154912927677
1872,101.8733444547393
1873,101.89598117526758
1874,101.87421492863967
1875,101.88054253155849
1876,101.88449908644934
1877,101.8618876422597
1878,101.84536590717782
1879,101.84857138975376
1880,101.85207924663693
1881,101.83552507399655
1882,101.88407187095021
1883,101.87675278314794
1884,101.81231327796915
1885,101.84762515357734
1886,101.80789661737172
1887,101.8401643987244
1888,101.85116153531553
1889,101.85139108955212
1890,101.86488028994023
1891,101.8559947008726
1892,101.85670183490119
1893,101.85305099338974
1894,101.88651665701616
1895,101.89859131745054
1896,101.8710973069774
1897,101.86738871569382
1898,101.91870599612456
1899,101.87126263260669
1900,101.88197996511425
1901,101.92549873973
1902,101.92297663904733
1903,101.94702031390177
1904,101.93768476340425
1905,101.91944941079376
1906,101.90955539510281
1907,101.98776088815096
1908,101.93989810283544
1909,101.96737834408142
1910,101.92196776940808
1911,101.94390750038353
1912,101.9577828260954
1913,101.99089726132458
1914,101.9587608603154
1915,101.93151948554507
1916,101.97533662857568
1917,101.9574806762775
1918,101.96551067204256
1919,101.94926068307251
1920,101.95494362714999
1921,101.92120842441275
1922,101.98608442427661
1923,101.904459043669
1924,101.91957515843929
1925,101.95058211981198
1926,101.94830168885058
1927,101.90625944958798
1928,101.87812475985254
1929,101.90903006222487
1930,101.91694743230771
1931,101.86990922262099
1932,101.88780079722297
1933,101.87730517418645
1934,101.88619579281493
1935,101.89026806675015
1936,101.88911387518678
1937,101.90198462854008
1938,101.8883433794832
1939,101.89084522683147
1940,101.89207308570208
1941,101.87041779588174
1942,101.92573734808688
1943,101.87436717781831
1944,101.87730486118767
1945,101.93412892613232
1946,101.93724192458633
1947,101.8985941640979
1948,101.93994466281005
1949,101.9392461485185
1950,101.94571980268644
1951,101.95280242340507
1952,102.00037453329267
1953,101.96322606243089
1954,102.01123461899867
1955,102.00703483417107
1956,101.98701074093145
1957,101.98688270400972
1958,101.9543921439984
1959,101.99442963110957
1960,101.98888410470241
1961,102.0354644374615
1962,102.03925128148747
1963,102.00843167200154
1964,102.05611772334402
1965,102.0105155567961
1966,101.98816536731475
1967,101.99221542878249
1968,102.02010946340535
1969,102.0072840929942
1970,102.03734739289739
1971,101.97284650878645
1972,101.97933869029129
1973,101.97639787655936
1974,101.98916160684911
1975,102.00521784644522
1976,101.99049057525829
1977,101.9448478083205
1978,101.96487977379404
1979,101.9584557860589
1980,101.9617626118731
1981,101.96751706025951
1982,102.00648749217997
1983,101.91394260500319
1984,101.95586861277458
1985,101.97585171966968
1986,101.95010439564567
1987,101.94156197375239
1988,101.91371459580179
1989,101.93233778548617
1990,101.96222837222525
1991,101.94129389869504
1992,101.95277033855135
1993,101.97080324962754
1994,101.94922253527398
1995,101.9422551119755
1996,101.97295189696199
1997,101.98141963069061
1998,101.97823011081944
1999,102.0208989669738
